item_id,eye_witness,eye_witness_in,eye_witness_out,informative,informative_in,informative_out,damage,damage_in,damage_out,Y_in,Y_out,Y,text
1603,0,0,3,0,1,2,0,0,3,0,3,0,@hannahsitz here's an article I found on using Sandy to boost online media brands http://t.co/960jTxsP do you think this is ethical? #j608ku
1604,0,0,3,1,3,0,0,0,3,0,3,0,"RT @inkyamy: #Corbett says PA ""dodged a bullet"" with #sandy top priority getting power back to 1.3m."
1605,0,0,3,1,3,0,0,1,2,0,3,0,.@Uber doing the right thing: Uber Kills Surge Pricing for NYC Customers Drivers Paid 2X Rate to Meet #Sandy Demand. http://t.co/hbm6WSrP
1606,0,0,3,0,0,3,0,0,3,0,3,0,@BrentB0SS @mariobellusci dont complain when sandy bends ur naked asses is over and gives it to yah..
1607,0,0,3,1,3,0,0,0,3,0,3,0,RT @arstechnica: Why Sandy's storm surge will pack an unusually strong punch in NYC http://t.co/nje2mgFs by @ScottJ_ars
1608,0,0,3,1,2,1,0,0,3,0,3,0,Take That Sandy! David Letterman & Jimmy Fallon Tape Talk Shows In NYC Ã¤Ã³Ã± With No Audience! http://t.co/jdVLbNKr #hollywood
1609,0,0,3,1,3,0,0,0,3,0,3,0,Continuing live Hurricane #Sandy coverage from WPVI-TV coverage in Philadelphia PA http://t.co/2E63hJpM
1610,0,0,3,0,0,3,0,0,3,0,3,0,RT @Gunther_Love: image exclusive de New York... plus fort que BFMTV. incroyable! #sandy http://t.co/moScE3Fj
1611,0,0,3,0,0,3,0,0,3,0,3,0,I really don't care about this sandy bullshit _Ã´Ã–Ã
1612,0,0,3,0,1,2,0,0,3,0,3,0,hurricane irene and sandy comparison OMFG WERE GONNA DIE http://t.co/AbasO2DD
1613,0,0,3,1,3,0,0,1,2,0,3,0,New Jersey sees storm surge ahead of Sandy: Oct. 29 - New Jersey residents evacuate as the storm surge increases... http://t.co/3uO62POK
1614,0,0,3,1,3,0,0,0,3,0,3,0,RT @katewalsh: My pal @reshingbull sent me this pic from NYC any other tw'eeps have pics of Sandy? http://t.co/L5IMoE28
1615,0,0,3,0,0,3,0,0,3,0,3,0,RT @DanglingCrane: Fer crissake. Where's Superman when you need him???? #Sandy #One57 #danglingcrane
1616,1,1,2,0,1,2,0,0,3,0,3,0,@Suchet_Mitter: Got the police/fire/ambulance radio on. Listening to whats happening around town. Bring it Sandy you bitch!
1617,0,0,3,0,0,3,0,0,3,0,3,0,@CNNValencia @MikeBloomberg #Sandy was bad no doubt but what if it had been a Cat 5 hitting NYC?
1618,0,0,3,1,2,1,0,1,2,0,3,0,To those in Sandy's path - stay indoors and stay safe! We are battening down the hatches as well! #Sandy #NYC
1619,0,0,3,0,1,2,0,0,3,0,3,0,RT @MsTerryMcMillan: Praying for everybody in Sandy's path. I hope she breaks down before she breaks too many of us.
1620,0,0,3,1,2,1,0,0,3,0,3,0,Double Rainbow Shines in NYC After Superstorm Sandy: And after the storm a rainbow. A double rainbow actually. Kurt Wilberding a...
1621,1,2,2,1,4,0,0,0,4,0,4,0,Delivering mail in a hurricane. #Sandy http://t.co/5FJIUtV4
1622,0,0,3,1,3,0,0,0,3,0,3,0,"RT @MichaelHwrdSaul: Mayor Bloomberg calls it storm ""devastating"" and ""perhaps worst"" in NYC history. #Sandy"
1623,1,1,2,1,2,1,1,2,1,1,2,1,The tree missed my dude car by a inch smh #NYC #queens #Sandy #aftermath http://t.co/E8BkPpQD
1624,0,0,3,1,2,1,0,1,2,0,3,0,RT @RedStance: Stop posting fake pictures of hurricane sandy and use real ones like this.. http://t.co/7ynAZEMp
1625,0,0,3,1,1,2,0,0,3,0,3,0,http://t.co/7VIu2cnP - http://t.co/Eo2LeqYQ #NYC
1626,0,0,3,1,3,0,0,0,3,0,3,0,West Virginia in blizzard conditions brought on by Hurricane #Sandy | http://t.co/b4EelJDl
1627,0,0,3,1,3,0,0,0,3,0,3,0,Hindu Hurricane Sandy forces Jet AI to ground flights: With Hurricane Sandy set to hit the United States east c... http://t.co/mMxTxsNV
1628,0,0,3,1,3,0,1,3,0,0,3,0,RT @usnews: Eerie video of flooded NYC streets just as the blackout hits http://t.co/DaFOfKrF #sandy
1629,0,0,3,0,0,3,0,0,3,0,3,0,RT @CALACNN: HuracÃ­Ã§n Sandy: @BarackObama le pidiÃ­_ a la poblaciÃ­_n que obedezca las Ã­_rdenes de evacuaciÃ­_n por el huracÃ­Ã§n Sandy.... http://t.co/ejHQoMH4
1630,0,0,3,0,0,3,0,0,3,0,3,0,@SuckMyMentality Dasha  we making a move to kids house watch  well make it threw sandy
1631,0,0,3,1,3,0,1,3,0,0,3,0,Ã¤Ã³Ã¬@NewsChannel9: Photo of flooded LaGuardia Airport from @JetBlue #Sandy http://t.co/2VsYw9oUÃ¤Ã³Â @MirandaMajor did you see this?!?
1632,1,1,2,0,1,2,0,0,3,0,3,0,I'm ready for ya sandy. Got my blanket phones chargin _Ã´Ã–__Ã´Ã¯Â http://t.co/KsWoFeLQ
1633,0,0,3,1,3,0,0,0,3,0,3,0,FEMA preparing for Hurricane Sandy to disrupt elections http://t.co/OfoI8HJs
1634,0,0,3,0,0,3,0,0,3,0,3,0,while everyones all caught up with sandy and tiffy b's new video i will be learning how to cook methamphetamine a.k.a. meth #breakingbad
1635,0,0,3,0,0,3,0,0,3,0,3,0,RT @ZACHARYDUPUIS: plain white t's: hey there delilah what's it like in new york city delilah: HURRICANE SANDY IS DESTROYING EVERYTHING WUT DO U THINK
1636,1,1,2,0,2,1,0,1,2,1,2,0,Ã¤Ã³Ã¬@AliMurphh: My entire childhood was destroyed in one night.Ã¤Ã³Â #Sandy
1637,0,0,3,1,3,0,0,0,3,0,3,0,RT @acarvin: 5pm #Sandy advisory map posted: http://t.co/n8rvriTp
1638,0,0,3,1,2,1,0,1,2,0,3,0,@6abc here's a pic of the pier in New Jersey as of a couple minutes ago http://t.co/GhTP7hhV #sandy
1639,1,1,2,0,0,3,0,0,3,0,3,0,My day consists on listening to music #sandy so I'm stuck in the house
1640,0,0,3,0,0,3,0,0,3,0,3,0,_Ã´Ã–Â‹_Ã´Ã–Â‹_Ã´Ã–Â‹ RT @BlowthisL: Hurricane Sandy ?? Is that a stripper n shit ? Lmao
1641,0,0,3,1,3,0,0,1,2,0,3,0,This could be helpful if your home was damaged by Sandy https://t.co/AfAgKfVq
1642,0,0,3,0,0,3,0,0,3,0,3,0,Si sandy artis ko naik angkot -_-
1643,0,0,3,1,3,0,0,0,3,0,3,0,Is YOUR school closed tomorrow? Bookmark this page it's constantly updating! http://t.co/x0mGXv5N #ROC #Sandy
1644,0,0,3,0,0,3,0,0,3,0,3,0,RT @OhWonka: Snooki is a lot like Hurricane #Sandy. They're both heading to Jersey Shore with intentions to blow everyone within a 50 miles radius.
1645,0,0,3,0,1,2,0,0,3,0,3,0,So hows the weather? Sandy.. haha #LOL #funnycomedyjokes
1646,0,0,3,1,3,0,0,0,3,0,3,0,RT @ASPCA: NYC ALERT: All pets are accepted on the subway taxi and trains during evacuation. #Sandy #SandyPets
1647,0,0,3,1,1,2,0,0,3,0,3,0,RT @LyndaCohen: I was told some sporadic incidents of looting last night but nothing significant @linds_1016. #acpress #Sandy
1648,0,0,3,1,3,0,0,1,2,0,3,0,Ã¤Ã³Ã¬@YourAnonNews: #NYC #Sandy - Firefighter on scanner just confirmed fuel leak contamination. Drink bottled water. Boiling will not help.Ã¤Ã³Â
1649,1,1,2,1,3,0,0,2,1,1,2,0,RT @nytjim: Most of Atlantic City is underwater and worst is yet to come. 90 MPH winds expected between 5 & 6 p.m. http://t.co/xAoyf8Tq
1650,1,1,2,0,0,3,0,0,3,0,3,0,RT @_devinhoward: hurricane sandy is a cunt. im drenched. and i couldnt breathe against the wind #SandyTheSlut
1651,0,0,3,1,3,0,0,1,2,0,3,0,RT @SCRedCrossBlood: #Sandy has impacted the national @RedCross blood supply. Thousands of donors needed to help patients. http://t.co/hJDrL55S
1652,0,0,3,1,2,1,0,0,3,0,3,0,"RT @TheReidReport: Filed under ""you can't make this stuff up"" ... 'Heckuva job Brownie' pans Obama 's Sandy response http://t.co/KEUZ8Li3 via @theGrio"
1653,0,0,3,0,1,2,0,1,2,0,3,0,RT @olhnso: 33 people died. RT @PresChoice WhatÃ¤Ã³Â»s scarier? Hurricane #Sandy or a beverage with marshmallow eyeballs? #Halloween http://t.co/VWbYKgan
1654,0,0,3,0,1,2,0,1,2,0,3,0,Ok Sandy fucking up the money though! #NoWorkFlow
1655,0,0,3,0,1,2,0,1,2,0,3,0,Whole lab practical cancelled cause of sandy. #thatsmygirl
1656,0,0,3,0,0,3,0,0,3,0,3,0,RT @brithume: The big federal government some say is needed to deal with big problems like Sandy went home early in DC yesterday & is mostly closed today.
1657,0,0,3,1,3,0,0,0,3,0,3,0,While parts of NYC under mandatory evacuation order not all are leaving #YNNSandy #Sandy http://t.co/k8Etbs2r
1658,0,0,3,1,3,0,0,1,2,0,3,0,RT @DNAinfo: Several Bridges Set to Close Because of #HurricaneSandy #Sandy #NYC http://t.co/3BnewQxJ
1659,0,0,3,1,3,0,1,3,0,0,3,0,6 alarm NYC fire during Sandy destroyed 80+ homes in Breezy Point neighborhood in Queens. Photos &gt; http://t.co/vKHVBI3Y
1660,0,0,3,0,1,2,0,1,2,0,3,0,Thanks Disney and Lucasfilms for giving us some good news after #Sandy'sdestruction Disney buys Lucasfilm http://t.co/pERZQRRe
1661,0,0,3,0,1,2,0,1,2,0,3,0,all my thoughts and prayers to those families who's family member is dead #Sandy
1662,1,1,2,1,3,0,0,0,3,0,3,0,RT @AnnDRomney: Our thoughts are with all those impacted by #Sandy. Support Red Cross relief efforts. Text REDCROSS to 90999 or go to http://t.co/1qx6JEY3
1663,0,0,3,1,2,1,0,1,2,0,3,0,RT @TaylorRyan22: @NBCPhiladelphia beach haven gardens #Sandy http://t.co/sVNNIWk3
1664,1,2,1,1,2,1,1,1,2,0,3,1,Still hanging in there. No power. Reading lots but still BOOORRREEDDD. Did not anticipate whole freaking Island was gonna be out! #Sandy
1665,0,0,3,1,3,0,0,0,3,0,3,0,RT @TheNewDeal: Obama Cancelled His Campaign in a Close Election to Tend to Hurricane Sandy. Romney Wants to Shut Down FEMA. Choose Wisely America. #p2
1666,0,0,3,0,0,3,0,0,3,0,3,0,#dramalines So how far would you take your romantic endeavors? http://t.co/lRMYTcU2
1667,0,0,3,0,0,3,0,0,3,0,3,0,Seriously sandy is showing her ass... Everyone be careful out there!!!
1668,0,0,3,0,0,3,0,0,3,0,3,0,RT @CASSIDY_LARSINY: I got ths chick that suck my dick lk a candy cane/ That whore was blowing Buls before Hurricane Sandy came/ I get t... http://t.co/8jpUYvDW
1669,0,0,3,0,0,3,0,0,3,0,3,0,Oh god. Sandy really hit me. So hard that Halloween is actually cancelled around my area.
1670,0,0,3,1,3,0,0,0,3,0,3,0,RT @ThisDopeKid: The hurricane Sandy weather forecast. http://t.co/8HKUOHVC
1671,0,0,3,1,2,1,1,2,1,0,3,0,RT @KeithStoeckeler: Ã¤Ã³Ã¬Essentially unless you own a submarine there is no way youÃ¤Ã³Â»re getting out of #NYC at this point.Ã¤Ã³Â #Sandy
1672,0,0,3,0,1,2,0,0,3,0,3,0,My condolences to the families affected by the hurricaneSandy .Im sure the US Govt. will dowhtever requiredto ascertain their well being
1673,0,0,3,1,3,0,0,1,2,0,3,0,Jimmy Kimmel Cancels Monday Brooklyn Show Due to Hurricane Sandy: The late night host has pulled the plug on the... http://t.co/UI6HSxXJ
1674,0,0,3,1,3,0,0,1,2,0,3,0,Market: Natural gas little changed as demand concerns remain in wake of Sandy http://t.co/80kM32AV
1675,0,0,3,1,3,0,0,1,2,0,3,0,Hospitals Affected by the Hurricane http://t.co/UMFyFZpP
1676,0,0,3,1,3,0,0,0,3,0,3,0,@hlane Here's another link - http://t.co/DCFT98zl or http://t.co/avTHNHgn on Facebook - North Shore Animal League.
1677,0,0,3,1,2,1,0,0,3,0,3,0,CIAC Fall tournaments schedule slammed by Sandy http://t.co/MStN2mW9 #Darien
1678,0,0,3,0,2,1,0,2,1,0,3,0,My dog is confused lol #Sandy #nopower
1679,0,0,3,1,3,0,0,0,3,0,3,0,RT @tjholthaus: Hurricane Sandy drowns coverage of White House scandals | The Daily Caller: http://t.co/obAmMOOY
1680,1,1,2,1,2,1,1,2,1,1,2,1,RT @pilotnewsted: #laguardia #lga flooded. Jet bridge is around 5 feet to the bottom where you enter the plane. @weatherchannel #sandy http://t.co/WSa2L9Ra
1681,0,0,3,0,1,2,0,0,3,0,3,0,Baby cousins in NYC hiding from Sandy lol #cuteness. http://t.co/2DheFEnk
1682,0,0,3,0,1,2,0,1,2,0,3,0,#rappersbetterthansouljaboy At the very least it now all is practical! http://t.co/FEYPyJhh
1683,0,0,3,0,0,3,0,0,3,0,3,0,RT @adamferrara: 2 different reactions 2 #sandy: Fuck it lets have a beer the other in Scuba Gear #gottaluvit Thxs 4sending @TJ22Hatter http://t.co/jcSRWV3y
1684,0,0,3,1,3,0,0,0,3,0,3,0,"@BBC_WHYS: Myles Allen in Oxford: It's still not clear from science that climate change will make events like #Sandy worse & worse"" #whys"""
1685,0,0,3,0,1,2,0,0,3,0,3,0,Hurricanes Are Making New Yorkers Lonely Sandy http://t.co/WyEseG9J
1686,0,0,3,1,2,1,0,0,3,0,3,0,Fake photos of Hurricane Sandy | Photo Gallery - Yahoo! News Canada http://t.co/r7FIZC9d via @yahoocanadanews
1687,0,0,3,1,3,0,0,0,3,0,3,0,RT @NewYorkPost: BREAKING: George Washington & Verrazano Bridges closing at 7PM this evening #sandy #hurricane
1688,0,0,3,0,1,2,0,1,2,0,3,0,RT @nikorobine: #NYC Ã­Ã¦ l'instant. #Sandy http://t.co/AZeqLgwe
1689,0,0,3,0,0,3,0,0,3,0,3,0,RT @gobiernoespa: Buenos dÃ­_as a todos menos al huracÃ­Ã§n Sandy ya podrÃ­_a haber pasado por aquÃ­_ y haberse llevado a unos cuantos chorizos. Gobierno de EspaÃ­Â±a.
1690,0,0,3,0,0,3,0,0,3,0,3,0,RT @mrdaveyd: They wanna know how much money per day NYC will lose bc of #sandy?? WTF? How about saving lives first then worry about a Wall St bailout
1691,0,0,3,0,0,3,0,0,3,0,3,0,"@SonicHomeboy It's a ""Sandy"" day out."
1692,0,0,3,0,0,3,0,0,3,0,3,0,@emeequis: Venezuela envÃ­_a mÃ­Ã§s ayuda humanitaria a HaitÃ­_ tras el paso de Sandy http://t.co/xraMvHsO #MisionBolivariana #AyudaHaiti
1693,0,0,3,0,1,2,0,1,2,0,3,0,Sandy not stoppin me brova and sis #SmackBoyz #Finesse
1694,1,1,2,0,2,1,0,2,1,0,3,0,It's going to be a long day at work...starting on the road to recovery after #Sandy.
1695,0,0,3,0,2,1,0,0,3,0,3,0,If you're going to be stranded in NYC no better place than #BoweryHotel #Gemma @HowardAirey #sandy
1696,1,1,2,0,0,3,0,0,3,0,3,0,@tammy_skipper Yes! We're used to severe weather in MN but we've never been in the middle of a #frankenstorm Thanks for the prayers! #Sandy
1697,0,0,3,1,3,0,0,0,3,0,3,0,Also Robbins Reef lighthouse in NY Harbor gusted to 72mph within the last hour. http://t.co/YyzVqjER #Sandy
1698,0,0,3,1,3,0,0,0,3,0,3,0,RT @OneBieberFamily: Every ReTweet this gets .20C will be donated to the Red Cross 2 help those effected by Hurricane Sandy. #BelieberFamily http://t.co/n3Blz2tH
1699,0,0,3,1,3,0,0,1,2,0,3,0,RT @LBOOGSHH: subway buses commuter rails shut down #nyc #SANDY
1700,0,0,3,0,1,2,0,0,3,0,3,0,Hope Sandy hits pittsburgh real hard everyone is welcome at the frat castle #boozinfordays
1701,0,0,3,0,0,3,0,0,3,0,3,0,Les images que nous voyons Ã­Ã¦ la tÃ­Â©lÃ­Â© sur #Sandy font peur... On dirait les mÃ­Ãˆmes que celles dans le film 2012!
1702,0,0,3,1,3,0,0,1,2,0,3,0,RT @thecoolhunter: A parking lot full of yellow cabs flooded in Hoboken. #Sandy http://t.co/x2yW0fX2
1703,0,0,3,1,3,0,0,1,2,0,3,0,Sandy is attacking NYC! http://t.co/QbE33CNN via @9GAG
1704,0,0,3,1,3,0,0,0,3,0,3,0,Hurricane Sandy Hitting NYC- CHECK THESE PHOTOS OUT (NEW) - OMG! http://t.co/YYE1j2XZ
1705,0,0,3,0,0,3,0,0,3,0,3,0,#Sandy _Ã‹Ã£Ã³__Ã£ÂÃ£Â‰__ ___ÂµÃ£ÂÃ£Â‰Ã£Ã«(((
1706,0,0,3,0,0,3,0,0,3,0,3,0,RT @Trendeh: My thoughts are with those in the path of Hurricane Sandy Stay safe.
1707,0,0,3,0,0,3,0,0,3,0,3,0,RT @hudini_: I don't think this hurricane Sandy page is funny....
1708,0,0,3,1,3,0,0,0,3,0,3,0,RT @PatchTweet: Get the latest #Sandy #Patch coverage on the #EastCoast from our @Storify http://t.co/UQ9Evb2g
1709,0,0,3,1,3,0,0,1,2,0,3,0,Wow --&gt; RT @onelargeprawn: Hurricane Sandy in Photos - In Focus - The Atlantic http://t.co/PMCZAraK
1710,0,0,3,1,2,1,0,0,3,0,3,0,RT @TweetSmarter: Man who spread tons of false NYC #Sandy storm info unmasked: http://t.co/UNiO1zJn HT Ã¤Ã³Â@MarkHarrisNYC
1711,0,0,3,1,3,0,1,3,0,0,3,0,RT @Selintifada: Hurricane Sandy arrived to Haiti A WEEK AGO! 54 dead 200000 homeless (minus the hundred thousand more from 2010) but you hear nothing.
1712,0,0,3,0,0,3,0,0,3,0,3,0,#webcamtoy A minimum of this now almost all makes sense! http://t.co/IjrsiC2t
1713,0,0,3,1,3,0,0,0,3,0,3,0,RT @NYGovCuomo: After #hurricane #Sandy: stay away from disaster areas. Do not sightsee! Obey all curfews & emergency orders which are issued #SandySafety
1714,0,0,3,1,3,0,1,2,1,0,3,0,RT @RupertMyers: Hurricane #sandy hits the statue of Liberty ;) http://t.co/MfKhH4cX
1715,1,1,2,1,3,0,0,0,3,0,3,0,"RT @ArturinAbreu: ""@NewYorkPost: New York City never sleeps.... #hurricance #sandy #nyc http://t.co/B9BiLs8x"" empty streets in the concrete jungle!"
1716,1,1,2,1,3,0,1,3,0,1,2,1,RT @WBUR: Unreal photos coming out of NYC. Here's an @AP photo of seawater flooding a construction site at Ground Zero: #Sandy http://t.co/1Hsdhr4o
1717,1,1,2,0,0,3,0,0,3,0,3,0,We have the best community evah! 2 everyone that reached out we are in NYC & got smacked around by Sandy but we are fine & feelin the love
1718,0,0,3,0,0,3,0,0,3,0,3,0,Can't stop reading #sandy updates - heading to nyc this wk & hoping for safety for all. Otherwise could turn into disaster relief trip...?
1719,0,0,3,1,3,0,1,1,2,0,3,0,Fukushima Diary: [Where's the flood?] Live update from Brooklyn NY under the Ã¤Ã³Ã¬superstormÃ¤Ã³Â Sandy -- http://t.co/NJMUVMnH
1720,0,0,3,0,1,2,0,0,3,0,3,0,Eldest Son in NYC finally communicates to Mrs Hanson that he and his friends survived Sandy with the help of beer and candles.
1721,0,0,3,1,3,0,0,0,3,0,3,0,Due to #MASandy Sen. Brown says he won't participate in fourth and final Senate debate: http://t.co/hWejJZuj
1722,0,0,3,0,2,1,0,1,2,0,3,0,RT @Mathew_Powers: I'm torn between feelings of concern for the folks w/ Sandy along with my love of weather and my utter annoyance w/ the media & the NYC bias
1723,0,0,3,0,1,2,0,0,3,0,3,0,Gov. Cuomo: We need to anticipate more of these extreme weather type situations in the future #Sandy
1724,0,0,3,0,0,3,0,0,3,0,3,0,Yo fux with me sandy
1725,0,0,3,0,0,3,0,0,3,0,3,0,RT @SandysHurricane: DIS BITCH WAZ STANDIN OUTSIDE YELLIN SANDY YOU AIN'T SHIT SO I THREW A MOBILE HOME AT DA BITCH. YOLO
1726,0,0,3,0,0,3,0,0,3,0,3,0,RT @RuPaulsDragRace: Now #Sandy is the REAL booger.
1727,0,0,3,0,2,1,0,1,2,0,3,0,"RT @eonline: Oliver Stone: Hurricane Sandy Is ""Punishment"" for Obama and Romney Ignoring Climate Change http://t.co/It0XIOfQ"
1728,0,0,3,0,1,2,0,1,2,0,3,0,Stay safe everyone! #sandy #hurricane #hurricanesandy #eastcoast #flood #weather #chair #earthquake #newengl http://t.co/d6dkMFUH
1729,0,0,3,0,0,3,0,0,3,0,3,0,Y mientras tanto en Chile algs futbolistas y chiquillos faranduleros sucumben al huracÃ­Ã§n #sandy #sandyboquita
1730,0,0,3,1,2,1,0,0,3,0,3,0,6 Fake #HurricaneSandy Photos You're Sharing on Social Media via Mashable http://t.co/MzLhCNdG
1731,0,0,3,1,2,1,0,0,3,0,3,0,9 people died in NYC!?!?! Damn yo Sandy got no mercy...
1732,1,1,2,1,3,0,0,1,2,0,3,0,RT @nuriaq: Pet owners get help with evacuation http://t.co/sLHfOzFr vÃ­_a @USATODAY #sandypets
1733,0,0,3,0,0,3,0,0,3,0,3,0,White bread is officially done + uploaded! Thank you to Hurricane #Sandy for this productive extra time. http://t.co/rgk4bCkX
1734,0,0,3,1,3,0,0,0,3,0,3,0,Romney Collects Food for Sandy Victims http://t.co/ZaYbQzTC
1735,0,0,3,0,0,3,0,0,3,0,3,0,RT @sextaNoticias: 'Sandy' inunda Nueva York y deja 14 muertos en Estados Unidos http://t.co/ePZig4zv
1736,1,1,2,0,1,2,0,1,2,0,3,0,RT @Theorossi: #SINY and #NYC took a severe beating from #SANDY. Going outside to start the clean up process. Never seen anything like it. #PRAYERS
1737,0,0,3,1,3,0,0,0,3,0,3,0,RT @richeisen: The Red Cross is providing lifesaving services meals & shelter to Hurricane Sandy victims. Text REDCROSS to 90999 to give a $10 donation.
1738,0,0,3,1,3,0,0,0,3,0,3,0,RT @NYCMayorsOffice: The Mayor will update New Yorkers on #Sandy in about 15 minutes. Stay tuned to http://t.co/TEDML8bl.
1739,0,0,3,0,1,2,0,1,2,0,3,0,Not here but up north caught it bad RT @IamLegend804: Sandy ain't make too much noise
1740,0,0,3,0,1,2,0,0,3,0,3,0,RT @iTAKEYOBICTH: #Sandy bout to mess a lot up
1741,0,0,3,0,0,3,0,0,3,0,3,0,RT @TatergangORdie: Sandy it would be nice if you blew my school away...
1742,0,0,3,1,3,0,0,1,2,0,3,0,RT @NewYorker: .@tnyCloseRead: Not talking climate change now is like not talking gun control after a massacre. http://t.co/3FCy5P4u
1743,0,0,3,1,3,0,0,0,3,0,3,0,Hurricane Sandy: How To Help The Recovery Effort. One worries about disease. Even in America... http://t.co/lQyvZXw0
1744,0,0,3,0,1,2,0,1,2,0,3,0,RT @gregaiello: NFL clubs were just informed trading deadline is being moved from Tues to Thurs 4 pm ET...same 4 start of waivers for vested vets. #sandy
1745,0,0,3,0,0,3,0,0,3,0,3,0,Tras dejar grave saldo de muerte y destrucciÃ­_n en HaitÃ­_ Cuba Jamaica Bahamas RepÃ­_blica Dominicana y Puerto Rico el huracÃ­Ã§n Sandy ...
1746,0,0,3,0,0,3,0,0,3,0,3,0,"Should I be offended that no one in my family has checked in on me re: #Sandy? More inquiries from twitter friends than my ""real"" friends!"
1747,0,0,3,1,3,0,0,0,3,0,3,0,RT @ChaserCentral: 5 Fake Hurricane Sandy Photo's You're Sharing on Social Media: http://t.co/eYpobfgS
1748,0,0,3,0,1,2,0,0,3,0,3,0,New storm chasin team: ab josh jenna and my brother. Leggo. Bring it sandy.
1749,0,0,3,1,3,0,0,0,3,0,3,0,RT @JLo: If you need a safe place to stay shelter info avail. in #RedCross HurricanApp #Sandy http://t.co/8jIdUqhq
1750,0,0,3,0,0,3,0,0,3,0,3,0,RT @samrboardman: have we been punk'd? what the hell sandy....
1751,0,0,3,0,0,3,0,0,3,0,3,0,RT @emilyhasbooks: If it's a legitimate hurricane the female body has ways to try to shut that whole thing down. #Sandy
1752,0,0,3,0,1,2,0,0,3,0,3,0,RT @Katie_Styles_1D: here comes hurrican sandy! @FoxNews http://t.co/1QvtL9an
1753,1,1,2,1,3,0,0,1,2,0,3,0,RT @AlinaChoCNN: Working on the #NYC #crane collapse story today if you are one of the ppl who was evacuated from the area send me a tweet! #sandy
1754,0,0,3,1,3,0,0,0,3,0,3,0,RT @Hell0imnatalie: Sandy's eye is hitting union county in 4 hours ecall 911
1755,0,0,3,0,0,3,0,0,3,0,3,0,RT @MittStormTips: My thoughts and prayers go out to 53% of you. #MittStormTips #Sandy
1756,0,0,3,0,0,3,0,0,3,0,3,0,RT @DanMEATSIX: Hope everyone in NYC is ok.. Fuck you Sandy.
1757,1,1,2,1,3,0,1,2,1,1,2,1,"RT @Tarryn_Kim: #NYC Water rushing into the subways #Sandy #HurricaneSandy http://t.co/FRggIit0"""
1758,0,0,3,1,3,0,0,0,3,0,3,0,RT @NBCNewYork: After #Sandy NYC Village Halloween Parade canceled for the first time in its four-decade history #SandyNYC http://t.co/pcNOIXDo
1759,0,0,3,0,0,3,0,0,3,0,3,0,Valor: Sandy gera inundaÃ­_Ã­Âµes incÃ­Ãˆndios e destruiÃ­_Ã­Â£o em Nova York - http://t.co/gLnHHMYw
1760,0,0,3,1,3,0,0,0,3,0,3,0,RT @ASPCA: Are you a shelter or rescue group affected by hurricane #Sandy? Please tell us what you need and we'll share it online! #Sandypets
1761,0,0,3,0,0,3,0,0,3,0,3,0,Missa ej att man kan fÃ­_lja NYC skyline live under #Sandy: http://t.co/ocJgrCcG SÃ­Â«hÃ­_r ser dt ut nu.Vackert = skrÃ­_mmande. http://t.co/CMN77Cvc
1762,0,0,3,0,0,3,0,0,3,0,3,0,How are people saying that Sandy didn't do anything? To you maybe but try saying that to people at the shore or in NYC and see what happens
1763,0,0,3,1,3,0,0,0,3,0,3,0,Almost more important than Disney Princess Natalie Portman! RT @rejectnation Hurricane Relief: Take a Moment to Donate http://t.co/Gka9LWuD
1764,0,0,3,0,1,2,0,0,3,0,3,0,Me rn because Sandy: http://t.co/xk7Va3Rn
1765,0,0,3,1,2,1,0,0,3,0,3,0,Whoa! God bless the East Coast! --Ã¤Ã³Ã¬@cnnbrk: Bloomberg; Storm killed 10 in NYC. CNN U.S. toll from #Sandy at least 21. http://t.co/1PBmUhb0Ã¤Ã³Â
1766,0,0,3,0,0,3,0,0,3,0,3,0,RT @lopezdoriga: Frankenstorm (#Sandy) vista desde el espacio. El litoral linea amarilla a la izquierda la dimensiona:1600 km de largo http://t.co/sXxc6e92
1767,0,0,3,1,2,1,0,0,3,0,3,0,Looters Descend In Aftermath Of Hurricane Sandy http://t.co/AVjo8UsN
1768,1,1,2,0,1,2,0,1,2,0,3,0,RT @TrueCaliVixen: so now my job has no power & I can't work . sandy really fucked wit my money doe _Ã´Â»Âƒ
1769,0,0,3,0,1,2,0,0,3,0,3,0,Pakistani radical wanted by U.S. offers aid http://t.co/MJWzX1wo
1770,0,0,3,0,0,3,0,0,3,0,3,0,@TurtleDub616 I love you too. I am glad they r home especially with Sandy in town. I will tell everyone. Blessings 2u.
1771,0,0,3,1,3,0,0,1,2,0,3,0,RT @Dustin_Cadreau: Ambulances line up to evacuate NYU Hospital. Crazy! #sandy #nyc http://t.co/V16fVhup
1772,0,0,3,1,3,0,0,0,3,0,3,0,Shore Fellowship outside of Atlantic City NJ is set up for relief in the aftermath of Hurricane Sandy. http://t.co/PEbpKu8Y
1773,0,0,3,0,0,3,0,0,3,0,3,0,#Sandy you have destroyed so much...
1774,0,0,3,1,3,0,0,1,2,0,3,0,RT @db: If you're trying to fly back to NYC don't expect to land at Laguardia before Wed due to flooding: http://t.co/KL0ZBBcb #Sandy
1775,0,0,3,1,3,0,0,0,3,0,3,0,Hurricane #Sandy coverage illustrates creative emergency reporting | Knight Center http://t.co/qBFTw3aK
1776,0,0,3,1,3,0,1,3,0,0,3,0,#Sandy's damage in #EastHaven pales in comparison to Irene's officials say - http://t.co/TiWHNxen @nhregister @nhrswift
