item_id,eye_witness,eye_witness_in,eye_witness_out,informative,informative_in,informative_out,Y_in,Y_out,Y,tokens
1459,0,0,3,0,1,2,0,3,0,excited sandy coverage favorite nyc comic tmrw  patdixon andypitz shreddandragan tmrw 
1460,0,0,3,0,0,3,0,3,0,drakebell school thanks hurricanesandy know m going today watch drake josh listen ur music
1461,0,0,3,0,2,1,0,3,0,weatherchannel video storm pretty awesome tcotozi50zc sandy
1462,0,0,3,1,3,0,0,3,0, greenwichtime greenwich library branch open 9 am tomorrow extra power cord available charging ctsandy sandy
1463,0,0,3,0,0,3,0,3,0,name hurricane unthreatening name one afraid sandy irene name hurricane ballsmasher
1464,0,0,3,1,3,0,0,3,0, huffingtonpost nyc increase security blackout tcozbdgwggi
1465,1,1,2,1,3,0,1,2,1,omg guy craziest picture ever hurricanesandy tco5ksuzybg
1466,0,0,3,0,0,3,0,3,0,bright sideat least sandy cleaned homeless atlanticcity
1467,0,0,3,1,3,0,0,3,0, rachelveronica wow rt nygovcuomo downtown manhattan hit hard pic whitehall subway station plaza shop sandy mtainsider tcolaek0rif
1468,1,1,2,1,3,0,1,2,1,dramatic aerial tour sandy nj aftermath nbc newyork tcobyymripq via nbcnewyork
1469,1,1,2,0,1,2,0,3,0, robinroberts proud m coast share storm fortunate nyc apt bldg fared well sandy prayer effected x0
1470,0,0,3,1,2,1,0,3,0,fighting good fight americanair call line rebook mama crosley s flight europe nyc help someone sandy
1471,0,0,3,1,3,0,0,3,0,herreravip video  hurricanesandy take car driveway queen tcosqf7bx7w sandychat pa nj oh ny nc
1472,0,0,3,1,3,0,0,3,0,hurricanesandy affect eastcoast restaurant nation s restaurant news tcoyd5szjlw
1473,0,0,3,0,0,3,0,3,0, teecole itch get wetter sandy 
1474,0,0,3,1,3,0,0,3,0,mayorbloomberg said live press conference s give summons surfer nyc coast line americanlads sandy
1475,0,0,3,0,1,2,0,3,0, occupywallst community re experiencing face crisis s always think usually obscures sandy nyc
1476,0,0,3,0,1,2,0,3,0, mazzimaz ny newjersey anywhere bitch sandy plz try staysafe love yah x
1477,0,0,3,1,3,0,0,3,0, squinteratn 70 people dead hurricanesandy ignored caribbean blanket coverage hit usa kill 13
1478,0,0,3,0,1,2,0,3,0,man s dark 530 morning sandy blackout
1479,0,0,3,0,0,3,0,3,0, revistaepoca apreenso pelo furaco sandy cancela e atrasa voos brasil aos eua tcotw3skkqm gt vida ps cansada eh isso
1480,0,0,3,1,3,0,0,3,0,newyorkpost worst storm 108year history nyc transit crippled sandy tcoraktakr3
1481,0,0,3,1,3,0,0,3,0, nbcnewspictures see surreal scene sandy leaf behind image straight movie tco09u9l5rw hurricane nyc
1482,0,0,3,1,3,0,0,3,0,brown line debris 2right water rose li sound macneil park collegepoint queen nyc sandy tcoaijie9dy
1483,0,0,3,0,0,3,0,3,0,ali velshi get blown away sandy
1484,0,0,3,1,2,1,0,3,0, hurricannesandy hurricanesandy weather tco7ox2ftlf
1485,0,0,3,0,2,1,0,3,0,newsworthy apstylebook credit card processing due sandy hope begin taking order soon tcoaf3alpab
1486,0,0,3,0,1,2,0,3,0,sandy  frena plane de google samsung tcooqk7kofz
1487,0,0,3,1,3,0,0,3,0, geoffarsenal great pic nyc waiting sandy come tcoyrfj4amo
1488,0,0,3,0,0,3,0,3,0,two river boutta gone time sandy build school right next water lol
1489,1,1,2,0,0,3,0,3,0,bersydg fuk sandy m smookin bud hehe
1490,0,0,3,0,0,3,0,3,0,theextraman happy halloween kiddo glad safe sound heard sandy caused lot damage ny
1491,0,0,3,0,2,1,0,3,0, dhsgov info sandy responserecovery nj follow govchristie njoem2010 corybooker cityofnewarknj njsp njtransit sandynj
1492,0,0,3,0,1,2,0,3,0,knicks fan wish sandy could destroy contract amare stoudemire
1493,0,0,3,1,2,1,0,3,0,latest post cover hurricanesandy vampire getting business perspective tcoedhieu7m
1494,0,0,3,0,0,3,0,3,0, corbhaus okay obama creating hurricanesandy keep northeast voting conspiracy need stop hahaha s much
1495,0,0,3,0,0,3,0,3,0, afrankenstorm adele bitch quit tryna light rain fire jcatalfamo8 hehehe girl got sandy 
1496,0,0,3,1,2,1,0,3,0,heavy flooding force vc fred wilson home next couple  tcoonenlrnn startup entrepreneurship via newzsocial
1497,0,0,3,1,2,1,0,3,0,damn sandy tcolpdvgq8j
1498,0,0,3,1,3,0,0,3,0,partial building collapse block grew up sandy nycstill coal shoot kid  wowsome storm tcoc83w9xuu
1499,0,0,3,1,3,0,0,3,0,u presidentobama say storm  yet  describing  extraordinary  hardship sandy al jazeera tcodem0j8yd
1500,0,0,3,1,3,0,0,3,0, cbsnews crane dangles nyc highrise hurricanesandy bear city tcohggq2o3r
1501,0,0,3,0,0,3,0,3,0,adicionei como favorito um vdeo youtube de carlinhostroll tcoxjudaymq hurricanesandy live nj
1502,0,0,3,1,3,0,0,3,0,nyc littered caution tape put hurricanesandy
1503,0,0,3,0,1,2,0,3,0, paulamcleod1 trump hit new low sandy tcobrxdzige via salon
1504,0,0,3,0,0,3,0,3,0,ill pissed sandy destroyed shore  think whore
1505,0,0,3,1,3,0,0,3,0, nymag rt mikebloomberg lose power text follow nycmayorsoffice 40404 sm update via twitter sandy nyc
1506,0,0,3,1,3,0,0,3,0, nbcnewyork biker nearly knocked wind long branch nj sandy sandynj watch tcovn5mz9lp
1507,0,0,3,0,0,3,0,3,0,former coworker brings good point anyone talked effect hurricanesandy voter turn
1508,0,0,3,0,2,1,0,3,0,weather man said sandy pound tristate area  lol funniest thing heard day
1509,0,0,3,0,1,2,0,3,0, xokeepitfrank hell gone blame obama hurricanesandy damn 
1510,0,0,3,0,0,3,0,3,0,west coast hoping flight michigan unaffected sandy letuspray
1511,0,0,3,1,3,0,0,3,0,dc mayor say aware stormrelated death sandy wamu885news wamusandy
1512,0,0,3,0,0,3,0,3,0, pink80sgirl staystrong north easterner re together sandy
1513,0,0,3,0,2,1,0,3,0, naughtyysandyy im finna get like michael jackson moon walk nyc sandy hurricanesandy fuckyall
1514,0,0,3,0,1,2,0,3,0,ohyougoglencoco listen news morning hurricanesandy fucked caribbean newyork bastardhurricane x
1515,0,0,3,1,3,0,0,3,0, enemyspy nyc firefighter look cranedangling building 57th st sandy image via time instagram tcobt3e5pmc
1516,0,0,3,1,2,1,0,3,0,nyc marathon knicksnets opener go despite sandy  damage tcoib0y24no
1517,0,0,3,1,3,0,0,3,0, cnnbrk bellevue hospital nyc evacuating 500 remaining patient earlier sandy evacuation tcow3bswlbl
1518,0,0,3,1,3,0,0,3,0, willamsburgnews hurricanesandy fdny battle breezy point fire 50 plus home tcoh9x9bi8k  fdny storm nyc newyork tco8hvm1sud
1519,0,0,3,1,3,0,0,3,0, mashable watch cranedangling high nyc hurricanesandy tcog60ij1xo
1520,0,0,3,0,1,2,0,3,0,thinking friend dealing effect sandy
1521,0,0,3,1,1,2,0,3,0,water perfect memory forever trying get back toni morrison sandy pa ny nj nyc nh
1522,1,1,2,1,3,0,1,2,1, jasonphx nyc s idea  protect  subway sandy tcoudgw1zpb infrastructure tmschoenberger
1523,0,0,3,1,3,0,0,3,0, stormchaser4850 update several building baltimore md collapsed overnight sandy moved region tcoghrwewlr
1524,0,0,3,1,3,0,0,3,0, jakobjohnston 50 dead hurricanesandy haiti massive crop damage increased cholera lasting impact tcojktgebim
1525,0,0,3,1,3,0,0,3,0,outside nyc looking wayhelp inside nyc safe looking wayhelp sandy ows occupy tconoghktex
1526,0,0,3,0,1,2,0,3,0,xredprincess arianagrande ariana hold u hurricanesandy terrible
1527,0,0,3,0,1,2,0,3,0,use twitter lose internet access tcoexats8ht sandy
1528,0,0,3,1,3,0,0,3,0,brooklynnyc please donate clothestowels local evacuation shelter really need sandy sandyaftermath
1529,0,0,3,1,3,0,0,3,0,extra inspector head nuclear plant sandy s path make sure  plant operator making pro  tcotxgwjecj
1530,0,0,3,1,3,0,0,3,0, rexhuppke breaking donald trump donate 5 million hurricane reliefeffort everyone admits hurricanesandy started kenya
1531,0,0,3,0,0,3,0,3,0,m wondering sandy change nyc social dynamicsgeography rt willinspace looking fwd austerity s impact rebuilding
1532,0,0,3,1,2,1,0,3,0, dhsgov via nysdhses hurricanesandy helpline newyork state resident 18887697243 sandyny
1533,0,0,3,0,1,2,0,3,0,staysafe sandy descends upon u shitoneontateacherssay allygint
1534,1,1,2,0,0,3,0,3,0, mabeisimmons hurricanesandy hurricane s monster keep hearing roaring outside hide yo grandmother kid roach mouse
1535,0,0,3,0,0,3,0,3,0,me pone un sandy gracias ah si espolvoramelo con algo de noticias catastrficas
1536,0,0,3,0,0,3,0,3,0, cmasonwells re stuck home sandy power phone make call behalf obama tconb9awqav
1537,0,0,3,0,1,2,0,3,0, zeldman halloween officially cancelled nyc say sandy
1538,0,0,3,0,1,2,0,3,0, jordannosparks deserve washed ashore rt ymcmbbw hurricanesandy nyc tco9zvzmjxp
1539,0,0,3,1,3,0,0,3,0, nycmayorsofficemayor s next sandy briefing take place 545 pm wil live tcowl7rgw1h
1540,0,0,3,0,0,3,0,3,0,sandy devrait toucher le sud du newjersey vers 18h selon le weather channel
1541,0,0,3,0,0,3,0,3,0, paoovalle imagen de ny1 canal local sandy amenaza la estatua dela libertad nyc tco2qpdqtnz
1542,0,0,3,0,0,3,0,3,0, mtv thinking everyone effected sandy today especially jerseyshore family staystrong safe guy
1543,0,0,3,0,1,2,0,3,0, robdelaney wrote nicu baby tcorcapqfql please share re inclined
1544,0,0,3,1,2,1,0,3,0, garyyounge waiting romney suggest big government get way let private sector deal sandy oh hang tcoi0owg2rw
1545,0,0,3,1,3,0,0,3,0,shut early  billmckibben grist subway flood happens easy read tcovujvqhzx
1546,0,0,3,1,2,1,0,3,0,tues morn figure 65 mil btwn north carolina new hampshire darkness coz hurricanesandy n thouught india powerless
1547,0,0,3,0,0,3,0,3,0, ummalignocitou furaco sandy o furaces tem nome de mulher porque eles quando vo embora levam sua casa seu carro seu dinheiro enfim tudo  rsrsrs
1548,0,0,4,0,1,3,0,4,0, thehelenkeller hope hurricanesandy knock everyone s power m one bumping wall shit
1549,0,0,4,0,0,4,0,4,0,sandy sort reminds day tomorrow newyork flooding snow hurricane maybe film warning
1550,0,0,3,1,2,1,0,3,0,superstormsandy delivers disaster movie scenario newyork business  guardian tco9ftghuw2
1551,0,0,3,1,3,0,0,3,0, newadvent soldier guard tombunknown hurricanesandy  tcojgdhthcf
1552,0,0,3,0,0,3,0,3,0,collinfabian get hit sandy
1553,0,0,3,0,2,1,0,3,0, marcorubio praying impacted sandy sofla know bad storm hang hurricanesandy
1554,0,0,3,0,1,2,0,3,0, bonniegrrl see nyc mtainsider amazing job w sandy aftermath realize sfmtamuni ready sanfrancisco quake
1555,0,0,3,1,3,0,0,3,0, cnn giant crane skyscraper newyork city partially collapsed detail cnn tv live blog tcoig6yvobt
1556,0,0,3,0,0,3,0,3,0,danielsantanatv esse furacao sandy ki passou por new jerseypoderia dar uma passadinha na diretoria vila e fazer um limpaoh glriaaa
1557,0,0,3,0,0,3,0,3,0,jajajajaja xd rt ninosmendez69 te lo pedimos seor  elpuchi69 sandy miraflores 
1558,0,0,3,1,2,1,0,3,0,re stuck home weathering hurricanesandy disaster picture make feel better via  tcog7pb0rlw
1559,0,0,3,1,2,1,0,3,0,sandy tried superstorm could nt take wwe live chat thanks sticking u lastnight
1560,0,0,3,0,0,3,0,3,0,1dinspain haha sooo crazy tcodsy2thmm
1561,0,0,3,1,3,0,0,3,0, mitchellreports chucktodd wh briefing room break lasting political implication sandy thru election day tcohrkc7to5
1562,0,0,3,1,3,0,0,3,0, noradnorthcom usnorthcom rollup us northern command  support hurricanesandy tco051crhhu
1563,0,0,3,0,0,3,0,3,0,heartgo everyone affectedhurricane sandy hopeeveryone eastcoast staysafe
1564,1,1,2,1,3,0,1,2,1, ryotnews photo first responder rescue dog nyc storm drain get sandy news tcow0djpvr2 tcoobjnuw22
1565,0,0,3,0,0,3,0,3,0,tras sandy todo ny tendr su maratn este domingo pesar del paso dela tormenta sandy los organizador  tcodzv0ufnx
1566,0,0,3,1,3,0,0,3,0, bagnewsnotes wire service big medium overlook homeless sandy photo coverage tcos4luiyb5 demotix photojournalism twoamericas
1567,0,0,3,1,3,0,0,3,0,sandy s economic hit may softened cleanup rebuild insurance payment tcohlrvqt5o
1568,0,0,3,1,3,0,0,3,0,worst disaster subway s history mta chief say tco0dyxiw6l sandy nyc
1569,0,0,3,0,1,2,0,3,0,sandy disaster think people really fucked shit nyc jersey
1570,0,0,3,1,2,1,0,3,0, alanauglis garrett county seeing snow accumulating beginning blizzard sandy tcokcrzs96u
1571,0,0,3,0,2,1,0,3,0,hope noones home destroyed sandy staysafe guy
1572,0,0,3,0,0,3,0,3,0, davidshuster new embarassing detail romney  relief rally  camp bought 5k food people donate back tco6fog15gu
1573,0,0,3,0,2,1,0,3,0,looking pic hurricanesandy holy shit weather crazy definitely could nt imagine seeing real life
1574,1,1,2,1,3,0,1,2,1,wow hurricanesandy way newyork tcoxgnmxnjq
1575,0,0,3,1,2,1,0,3,0, monaeltahawy wonderful hero kept baby alive evacuated nyu medical centre love every 1 sandy tcouevl5nm1
1576,1,1,2,1,3,0,1,2,1,fucking sandy couldbeworse tcowalxuhe2
1577,0,0,3,0,1,2,0,3,0, ccdesigns21 like obama left florida sandy nt hitting went back washington dc show support concern trueleader
1578,0,0,3,1,3,0,0,3,0, billmckibben meanwhile day later sandy s toll continues climb haiti camera much misery tcoxo2vi326
1579,0,0,3,1,3,0,0,3,0,place manhattan free wifi power need connectrecharge tco4grj8h52 sandy nyc
1580,0,0,3,0,2,1,0,3,0,october surprise one saw coming  wwj950 election take back seat sandy tcogckm1hns  obamney
1581,0,0,3,0,0,3,0,3,0, xhurricanesandy lmfao think m bad see happens mitt romney get elected nyc sandy
1582,0,0,3,1,3,0,0,3,0, sunniandthecity crane really collapse though  scary nyc cnn sandy
1583,1,2,1,1,3,0,2,1,1,getting worse verrazano sandy tcovobkp6yr
1584,1,2,1,1,2,1,2,1,1,block survived sandy  numonealwaysone ladygreeneyes4 tco9ivqdt5o
1585,0,0,3,1,3,0,0,3,0,cranecollapse one57 hurricane wind pick speed hurricanesandy barrel ne  tcoz8fvjbtm nycrealestate
1586,0,0,3,1,3,0,0,3,0, rtcom least 10 people died nyc result storm sandy mayorbloomberg live update tcorfbll7kn
1587,0,0,3,1,2,1,0,3,0, lowkell virginia gov bobmcdonnell barackobama s response sandy  outstanding   wonderful   incredibly fast   re grateful  p2
1588,0,0,3,1,3,0,0,3,0,statue liberty hurricanesandy photo go viral nyc real fake tcooebhkuu7
1589,0,0,3,0,0,3,0,3,0, death rt stefansaxon feel wind ll never die rt jessiedior palm rise universe see hurricanesandy
1590,0,0,3,0,1,2,0,3,0,praying everyone suffering hurricanesandy cant even imagine nyc nj right heartbreaking
1591,1,1,2,0,1,2,1,2,0,sandy biatch love
1592,0,0,3,0,1,2,0,3,0,wonder sandy going bring tonight
1593,0,0,3,0,1,2,0,3,0, yunooo hurricanesandy u blow school away
1594,0,0,3,1,1,2,0,3,0,rat exodus nyc sandy tcoszw8iahq
1595,0,0,3,1,3,0,0,3,0, whitehouse photo presidentobama receives update ongoing response hurricanesandy situation room tcojeyyewsj
1596,0,0,3,1,3,0,0,3,0,school closed flight cancelled sandy s vicious wind rain hit  national post national postschoo  tcov2xue94q
1597,0,0,3,1,3,0,0,3,0, selintifada funny one seems mention hurricanesandy razed haiti way newyork killing 54 leaving 200000 homeless
1598,0,0,3,0,1,2,0,3,0, tyhughes12 obviously tough sandy cause still football albright kidding
1599,0,0,3,1,2,1,0,3,0, norahmagraby  earthinstitute climatechange looklike nyc map tcop2xm2pdj sandy flood tcozknykpor 
1600,0,0,3,0,0,3,0,3,0, god hot tcoehy0iykq
1601,0,0,3,0,0,3,0,3,0, mypridejonasb se em nyc  furaco sandy aqui brasil  furaco 2000
1602,0,0,3,1,3,0,0,3,0, martinrossiter dear uk medium sandy killed 60 haiti left 200k homeless hit usa guess cant known
1603,0,0,3,0,1,2,0,3,0,hannahsitz s article found using sandy boost online medium brand tco960jtxsp think ethical j608ku
1604,0,0,3,1,3,0,0,3,0, inkyamy corbett say pa  dodged bullet  sandy top priority getting power back 13m
1605,0,0,3,1,3,0,0,3,0,uber right thing uber kill surge pricing nyc customer driver paid 2x rate meet sandy demand tcohbm6wsrp
1606,0,0,3,0,0,3,0,3,0,brentb0ss mariobellusci dont complain sandy bend ur naked ass give yah
1607,0,0,3,1,3,0,0,3,0, arstechnica sandy s stormsurge pack unusually strong punch nyc tconje2mgfs scottjars
1608,0,0,3,1,2,1,0,3,0,take sandy david letterman jimmy fallon tape talk show nyc  audience tcojdvlbnkr hollywood
1609,0,0,3,1,3,0,0,3,0,continuing live hurricanesandy coverage wpvitv coverage philadelphia pa tco2e63hjpm
1610,0,0,3,0,0,3,0,3,0, guntherlove image exclusive de newyork  plus fort que bfmtv incroyable sandy tcomosce3fj
1611,0,0,3,0,0,3,0,3,0,really nt care sandy bullshit 
1612,0,0,3,0,1,2,0,3,0,hurricane irene sandy comparison omfg gonna die tcoabaso2dd
1613,0,0,3,1,3,0,0,3,0,newjersey see stormsurge ahead sandy oct 29 newjersey resident evacuate stormsurge increase  tco3uo62pok
1614,0,0,3,1,3,0,0,3,0, katewalsh pal reshingbull sent pic nyc tweeps pic sandy tcol5imoe28
1615,0,0,3,0,0,3,0,3,0, danglingcrane fer crissake s superman need sandy one57 danglingcrane
1616,1,1,2,0,1,2,1,2,0,suchetmitter got policefireambulance radio listening whats happening around town bring sandy bitch
1617,0,0,3,0,0,3,0,3,0,cnnvalencia mikebloomberg sandy bad doubt cat 5 hitting nyc
1618,0,0,3,1,2,1,0,3,0,sandy s path stay indoors staysafe battening hatch well sandy nyc
1619,0,0,3,0,1,2,0,3,0, msterrymcmillan praying everybody sandy s path hope break break many u
1620,0,0,3,1,2,1,0,3,0,doublerainbow shine nyc superstormsandy storm rainbow doublerainbow actually kurt wilberding 
1621,1,2,2,1,4,0,2,2,1,delivering mail hurricanesandy tco5fjiutv4
1622,0,0,3,1,3,0,0,3,0, michaelhwrdsaul mayorbloomberg call storm  devastating   perhaps worst  nyc history sandy
1623,1,1,2,1,2,1,1,2,1,tree missed dude car inch smh nyc queen sandy aftermath tcoe8bkppqd
1624,0,0,3,1,2,1,0,3,0, redstance stop posting fake picture hurricanesandy use real one like this tco7ynazemp
1625,0,0,3,1,1,2,0,3,0,tco7viu2cnp tcoeo2leqyq nyc
1626,0,0,3,1,3,0,0,3,0,west virginia blizzard condition brought hurricanesandy tcob4eeljdl
1627,0,0,3,1,3,0,0,3,0,hindu hurricanesandy force jet ai ground flight hurricanesandy set hit united state east c  tcommxtxsnv
1628,0,0,3,1,3,0,0,3,0, usnews eerie video flooded nyc street blackout hit tcodafofkrf sandy
1629,0,0,3,0,0,3,0,3,0, calacnn huracn sandy barackobama le pidi la poblacin que obedezca la rdenes de evacuacin por elhuracn sandy  tcoejhqomh4
1630,0,0,3,0,0,3,0,3,0,suckmymentality dasha making move kid house watch well make threw sandy
1631,0,0,3,1,3,0,0,3,0, newschannel9 photo flooded laguardia airport jetblue sandy tco2vsyw9ou mirandamajor see
1632,1,1,2,0,1,2,0,3,0,m ready ya sandy got blanket phone chargin  tcokswofelq
1633,0,0,3,1,3,0,0,3,0,fema preparing hurricanesandy disrupt election tcoofoi8hjs
1634,0,0,3,0,0,3,0,3,0,everyones caught sandy tiffy b s new video learning cook methamphetamine aka meth breakingbad
1635,0,0,3,0,0,3,0,3,0, zacharydupuis plain white s hey delilah s like newyork city delilah hurricanesandy destroying everything wut u think
1636,1,1,2,0,2,1,1,2,0, alimurphh entire childhood destroyed one night sandy
1637,0,0,3,1,3,0,0,3,0, acarvin 5pm sandy advisory map posted tcon8rvritp
1638,0,0,3,1,2,1,0,3,0,6abc s pic pier newjersey couple minute ago tcoghtp7hhv sandy
1639,1,1,2,0,0,3,0,3,0,day consists listening music sandy m stuck house
1640,0,0,3,0,0,3,0,3,0, rt blowthisl hurricanesandy stripper n shit lmao
1641,0,0,3,1,3,0,0,3,0,could helpful home damaged sandy tcoafagkfvq
1642,0,0,3,0,0,3,0,3,0,si sandy artis ko naik angkot 
1643,0,0,3,1,3,0,0,3,0,school closed tomorrow bookmark page s constantly updating tcox0mgxv5n roc sandy
1644,0,0,3,0,0,3,0,3,0, ohwonka snooki lot like hurricanesandy re heading jerseyshore intention blow everyone within 50 mile radius
1645,0,0,3,0,1,2,0,3,0,hows weather sandy haha lol funnycomedyjokes
1646,0,0,3,1,3,0,0,3,0, aspca nyc alert pet accepted subway taxi train evacuation sandy sandypets
1647,0,0,3,1,1,2,0,3,0, lyndacohen told sporadic incident looting lastnight nothing significant linds1016 acpress sandy
1648,0,0,3,1,3,0,0,3,0, youranonnews nyc sandy firefighter scanner confirmed fuel leak contamination drink bottled water boiling help
1649,1,1,2,1,3,0,1,2,1, nytjim atlanticcity underwater worst yet come 90 mph wind expected 5 6 pm tcoxaoyf8tq
1650,1,1,2,0,0,3,0,3,0, devinhoward hurricanesandy cunt im drenched couldnt breathe wind sandytheslut
1651,0,0,3,1,3,0,0,3,0, scredcrossblood sandy impacted national redcross blood supply thousand donor needed help patient tcohjdrl55s
1652,0,0,3,1,2,1,0,3,0, thereidreport filed  cant make stuff   heckuva job brownie pan obama s sandy response tcokeuz8li3 via thegrio
1653,0,0,3,0,1,2,0,3,0, olhnso 33 people died rt preschoice what  scarier hurricanesandy beverage marshmallow eyeball halloween tcovwbykgan
1654,0,0,3,0,1,2,0,3,0,ok sandy fucking money though noworkflow
1655,0,0,3,0,1,2,0,3,0,whole lab practical cancelled cause sandy thatsmygirl
1656,0,0,3,0,0,3,0,3,0, brithume big federal government say needed deal big problem like sandy went home early dc yesterday mostly closed today
1657,0,0,3,1,3,0,0,3,0,part nyc mandatory evacuation order leaving ynnsandy sandy tcok8etbs2r
1658,0,0,3,1,3,0,0,3,0, dnainfo several bridge set close hurricanesandy sandy nyc tco3bnewqxj
1659,0,0,3,1,3,0,0,3,0,6 alarm nyc fire sandy destroyed 80 home breezy point neighborhood queen photo gt tcovkhvbi3y
1660,0,0,3,0,1,2,0,3,0,thanks disney lucasfilms giving u good news sandysdestruction disney buy lucasfilm tcoperzqrre
1661,0,0,3,0,1,2,0,3,0,thoughtprayer family s family member dead sandy
1662,1,1,2,1,3,0,1,2,1, anndromney thought impacted sandy support redcross reliefeffort textredcross 90999 go tco1qx6jey3
1663,0,0,3,1,2,1,0,3,0, taylorryan22 nbcphiladelphia beach garden sandy tcosvnniwk3
1664,1,2,1,1,2,1,1,2,1,still hanging power reading lot still booorrreeddd anticipate whole freaking island gonna sandy
1665,0,0,3,1,3,0,0,3,0, thenewdeal obama cancelled campaign close election tend hurricanesandy romney want shut fema choose wisely america p2
1666,0,0,3,0,0,3,0,3,0,dramalines far would take romantic endeavor tcolrmytcu2
1667,0,0,3,0,0,3,0,3,0,seriously sandy showing as  everyone careful
1668,0,0,3,0,0,3,0,3,0, cassidylarsiny got th chick suck dick lk candy cane whore blowing buls hurricanesandy came get  tco8jpuyvdw
1669,0,0,3,0,0,3,0,3,0,oh god sandy really hit hard halloween actually cancelled around area
1670,0,0,3,1,3,0,0,3,0, thisdopekid hurricanesandy weather forecast tco8hkuohvc
1671,0,0,3,1,2,1,0,3,0, keithstoeckeler essentially unless submarine way you  getting nyc point sandy
1672,0,0,3,0,1,2,0,3,0,condolence family affected hurricanesandy im sure u govt dowhtever requiredto ascertain well
1673,0,0,3,1,3,0,0,3,0,jimmy kimmel cancel monday brooklyn show duehurricane sandy late night host pulled plug  tcoui6hsxxj
1674,0,0,3,1,3,0,0,3,0,market natural gas little changed demand concern remain wake sandy tco80km32av
1675,0,0,3,1,3,0,0,3,0,hospital affectedhurricane tcoumfyfzpp
1676,0,0,3,1,3,0,0,3,0,hlane s another link tcodcft98zl tcoavthnhgn facebook north shore animal league
1677,0,0,3,1,2,1,0,3,0,ciac fall tournament schedule slammed sandy tcomstn2mw9 darien
1678,0,0,3,0,2,1,0,3,0,dog confused lol sandy nopower
1679,0,0,3,1,3,0,0,3,0, tjholthaus hurricanesandy drowns coverage white house scandal daily caller tcoobammooy
1680,1,1,2,1,2,1,1,2,1, pilotnewsted laguardia lga flooded jet bridge around 5 foot bottom enter plane weatherchannel sandy tcowsa2l9ra
1681,0,0,3,0,1,2,0,3,0,baby cousin nyc hiding sandy lol cuteness tco2dhefenk
1682,0,0,3,0,1,2,0,3,0,rappersbetterthansouljaboy least practical tcofeypyjhh
1683,0,0,3,0,0,3,0,3,0, adamferrara 2 different reaction 2 sandy fuck let beer scuba gear gottaluvit thxs 4sending tj22hatter tcojcsrwv3y
1684,0,0,3,1,3,0,0,3,0,bbcwhys myles allen oxford s still clear science climatechange make event like sandy worse worse  why 
1685,0,0,3,0,1,2,0,3,0,hurricane making newyorkers lonely sandy tcowyeseg9j
1686,0,0,3,1,2,1,0,3,0,fake photo hurricanesandy photo gallery yahoo news canada tcor7fizc9d via yahoocanadanews
1687,0,0,3,1,3,0,0,3,0,newyorkpost breaking george washington verrazano bridge closing 7pm evening sandy hurricane
1688,0,0,3,0,1,2,0,3,0, nikorobine nyc  linstant sandy tcoazeqlgwe
1689,0,0,3,0,0,3,0,3,0, gobiernoespa buenos das todos menos al huracn sandy ya podra haber pasado por aqu haberse llevado unos cuantos chorizo gobierno de espaa
1690,0,0,3,0,0,3,0,3,0, mrdaveyd wan na know much money per day nyc lose bc sandy wtf saving life first worry wall st bailout
1691,0,0,3,0,0,3,0,3,0,sonichomeboy s  sandy  day
1692,0,0,3,0,0,3,0,3,0,emeequis venezuela enva ms ayuda humanitaria hait tras el paso de sandy tcoxramvhso misionbolivariana ayudahaiti
1693,0,0,3,0,1,2,0,3,0,sandy stoppin brova si smackboyz finesse
1694,1,1,2,0,2,1,0,3,0,s going long day work  starting road recovery sandy
1695,0,0,3,0,2,1,0,3,0,re going stranded nyc better place boweryhotel gemma howardairey sandy
1696,1,1,2,0,0,3,0,3,0,tammyskipper yes re used severe weather mn ve never middle frankenstorm thanks prayer sandy
1697,0,0,3,1,3,0,0,3,0,also robbins reef lighthouse ny harbor gusted 72mph within last hour tcoyyzvqjer sandy
1698,0,0,3,1,3,0,0,3,0, onebieberfamily every retweet get 20c donated redcross 2 help effected hurricanesandy belieberfamily tcon3blz2th
1699,0,0,3,1,3,0,0,3,0, lboogshh subway bus commuter rail shut nyc sandy
1700,0,0,3,0,1,2,0,3,0,hope sandy hit pittsburgh real hard everyone welcome frat castle boozinfordays
1701,0,0,3,0,0,3,0,3,0,le image que nous voyons  la tl sur sandy font peur  dirait le mmes que celles dans le film 2012
1702,0,0,3,1,3,0,0,3,0, thecoolhunter parking lot full yellow cab flooded hoboken sandy tcox2yw0fx2
1703,0,0,3,1,3,0,0,3,0,sandy attacking nyc tcoqbe33cnn via 9gag
1704,0,0,3,1,3,0,0,3,0,hurricanesandy hitting nyc check photo new omg tcoyye1j2xz
1705,0,0,3,0,0,3,0,3,0,sandy   
1706,0,0,3,0,0,3,0,3,0, trendeh thought path hurricanesandy staysafe
1707,0,0,3,0,0,3,0,3,0, hudini nt think hurricanesandy page funny 
1708,0,0,3,1,3,0,0,3,0, patchtweet get latest sandy patch coverage eastcoast storify tcouq9evb2g
1709,0,0,3,1,3,0,0,3,0,wow  gt rt onelargeprawn hurricanesandy photo focus atlantic tcopmczarak
1710,0,0,3,1,2,1,0,3,0, tweetsmarter man spread ton false nyc sandy storm info unmasked tcounio1zjn ht  markharrisnyc
1711,0,0,3,1,3,0,0,3,0, selintifada hurricanesandy arrived haiti week ago 54 dead 200000 homeless minus hundred thousand 2010 hear nothing
